Cell type	c01_Malignant	c02_Malignant	c03_Malignant	c04_Malignant	c05_Malignant	c06_Fibroblast	c07_Fibroblast	c08_Fibroblast	c09_Fibroblast	c_10Macrophage	c11_Macrophage	c12_Macrophage	c13_Macrophage	c14_DC	c15_DC	c16_B cells	c17_T cells	c18_Erythrocytes
C1QTNF1	0	0	0.058296501	0.054809039	0.080928811	1.572978081	0.679850286	1.499331248	1.696400222	0.047215585	0	0	0.011670836	0	0.042707624	0.00947494	0	0
ENGASE	0	0.088800771	0.275846897	0.124577012	0.1367905	0.086332874	0	0.097903327	0.184638311	0.145174726	0.171279379	0.056016577	0.086763682	0.159282463	0	0.13149738	0.126027445	0.239413715
CBX8	0	0.154907592	0.276351894	0.492694232	0.350944373	0.152508818	0	0.239962494	0.395996843	0.044245124	0.033185334	0.029892057	0.027640545	0	0.067479713	0.190680931	0.068377493	0
CBX4	0	0.529398371	0.427823969	0.073219297	0.344570474	0.177793316	0	0.159612538	0.208559377	0.05764599	0.032954943	0.084762971	0.064004205	0	0.053427664	0.142369337	0.053624206	0.100201476
TBC1D16	0	0.630958314	0.469953984	0.12427636	0.326260879	0.366061471	0	0.166151028	0.37938455	0.073209411	0	0.059258218	0.086831759	0.169904633	0	0.012424373	0	0.064536312
GAA	0.424997374	1.250063593	1.356076072	1.049907328	0.748515618	1.327418695	0.293678907	0.79556519	1.021346146	1.099977641	0.842914114	1.008834962	1.290589904	0.209002428	0.244853085	0.303680746	0.078247503	0
EIF4A3	1.085928801	2.619830552	3.432142585	3.937213718	3.903924112	3.814586817	1.874302952	3.044291797	3.974777658	1.788243512	1.078408594	1.036430338	0.843182938	2.057516174	1.403561573	2.33206703	1.663733441	2.8082521
CARD14	0	0.007187129	0.066441297	0.038569673	0.034389951	0.018219401	0	0.015937367	0.017356114	0.026152036	0	0.047981375	0.113543032	0	0	0.012102234	0	0
SGSH	0	0.050747755	0.436573683	0.24390679	0.290418124	0.723191713	0.096541152	0.434280806	0.540690915	0.26958175	0.108045498	0.257471826	0.409597015	0	0	0.04555732	0.050797909	0
SLC26A11	0	0.17726264	0.845400506	0.403372452	0.654727533	0.43333272	0.092675212	0.252219085	0.416038787	0.111201602	0.214103524	0.088181397	0.187883272	0	0.060227883	0.035950799	0.060408031	0
RNF213	0.288629364	1.421811657	1.895518335	1.289543177	1.131220221	1.04992032	0.475067522	0.977970103	0.997181213	1.099682516	1.30280413	0.98249745	0.767398635	0.753165818	1.291610614	1.085974066	0.968309047	0.244514223
ENDOV	0.223375963	0.777163814	1.231291091	1.587889009	0.645688369	1.015733653	0	0.640660589	0.782720588	0.28011935	0.073844486	0.254170953	0.178685153	0.361911523	0.766132784	0.346210641	0.441423115	0.386954337
RPTOR	0	0.192511113	0.354941042	0.075842303	0.140998586	0.10017093	0	0.082133475	0.066787271	0.069759478	0.128129751	0.062442027	0.050096296	0.176723413	0	0.070733539	0.02834804	0
CHMP6	0.232956899	0.682027494	1.058601629	0.884534916	0.372476015	1.086260582	0.549972102	0.726123937	1.242209762	0.63411336	0.615280986	0.456658198	0.307238197	0.385197755	0.644951276	0.628968447	0.844851801	0.587410777
BAIAP2-AS1	0	0.155580098	0.142648647	0.071363857	0.091528351	0.016545528	0	0.052998219	0.088474383	0.085868769	0.079475762	0.031856316	0.074539537	0	0	0	0	0
BAIAP2	0	1.126836991	2.306048573	1.052611704	1.078553691	1.377270006	0.503785494	0.641349493	0.765410729	0.167177158	0.207672421	0.204730711	0.273914436	0.560901142	0	0.042049664	0.057532094	0
AZI1	0	0.254826807	0.336158371	0.504137488	0.24543219	0.152385348	0	0.054508134	0.084658701	0.049143941	0.065702915	0.030106717	0.026117499	0	0	0.075108802	0.032591211	0
ENTHD2	0	0.288804308	0.39163925	0.508592209	0.696316607	0.457225531	0.149515354	0.155311575	0.363882162	0.238189993	0.031629013	0.110389433	0.076477863	0.169904633	0.291415307	0.202954325	0.187375728	0.184463694
C17orf89	1.353875453	2.486518432	3.385558431	3.069304223	1.9251184	2.921283217	2.368409329	2.817379866	2.958711875	1.662318394	1.357722702	1.722837301	0.972223819	1.488242676	1.472625313	2.471780879	1.981992082	3.039905759
SLC38A10	0	0.800457807	1.017816777	0.570655589	0.64370053	1.673065319	0.388162504	0.981556653	1.710528946	0.89935734	0.564420517	0.566098032	0.343937549	0.815363056	0.754692465	2.219599504	0.327202983	0.945643627
ACTG1	6.978277342	6.999576451	7.31535315	7.743781193	7.288943635	7.864961725	8.262330302	7.69833411	8.127472823	6.607743684	6.719162183	6.404086345	5.104449287	6.728655923	7.172007923	4.794519246	6.981389379	4.701566058
C17orf70	0	0.305640881	0.535009843	0.188217802	0.164273893	0.5603114	0.200801368	0.209115872	0.377270441	0.138235773	0.139175738	0.059650687	0.083428973	0.216175857	0.059438019	0.177022063	0.25344421	0.099012204
NPLOC4	0	0.866923084	1.627638333	0.696540943	0.374970855	0.702877183	0.096757388	0.320363638	0.601062578	0.279411151	0.288833644	0.396885657	0.217437699	0	0.284525695	0.286224375	0.124317229	0.30460533
PDE6G	0	0.097207819	0.059235103	0.360493747	0.059931454	0.021790874	0.117735817	0.024476885	0.054985061	0.069833383	0	0.059850426	0.073967651	0.636300509	0.436072785	0.096306678	0.270774729	0.159933752
OXLD1	0	1.82671004	2.504599987	2.587401803	1.764396312	1.740541119	0.385231524	1.031134374	1.618695172	0.659285842	0.457507325	0.587603935	0.406016999	1.022843337	0.56597348	1.273780639	1.039797835	1.820711383
CCDC137	0.276325769	0.611559582	0.777084394	0.905046221	0.819810106	0.761338233	0.43669776	0.3754579	0.683494853	0.220251288	0.16402163	0.058704929	0.086705498	0.191257793	0.160943774	0.349848283	0.353892911	0.77440118
ARL16	0.320258458	2.066287239	2.799684583	2.321057211	1.365937823	1.504870725	0.56589005	1.396024282	2.148447251	0.637715988	0.341054284	0.647021563	0.358135435	1.275528368	0.369930997	0.61307597	0.436486642	0.304056582
HGS	0.291986959	1.364139293	1.633442087	1.107431554	1.031435758	1.201136889	0.350375089	0.678012597	1.197600755	0.353113015	0.500466097	0.282027639	0.205565324	0	0.339481091	0.379343081	0.23229425	0.244129796
RP13-1032I1.7	0	0.09395266	0.351242569	0.462899994	0.449796937	0.341002717	0.123641246	0.103823857	0.179814401	0.074230837	0.140886769	0.02998191	0.046062962	0	0.124104502	0.143058866	0.283273606	0.099012204
MRPL12	2.433209518	3.166070522	4.120044603	3.362188679	2.134017783	2.596913887	2.228984976	2.045013231	3.087726265	1.217983832	0.910079541	1.356210409	0.707840276	1.619293425	0.521940172	3.016634181	1.096909001	3.337749474
SLC25A10	0	0.500367225	0.769056256	0.420235918	0.208624168	0.172928719	0.178700716	0.066199449	0.14862561	0.015724013	0	0.084074937	0.010260074	0	0.055767254	0.225854897	0.301521114	0.678826603
GCGR	0	0.014670345	0	0	0.017957433	0	0	0	0	0	0	0	0	0	0.98254065	0.02258512	0	0
FAM195B	0	0.184178731	0.503331842	0.204103524	0.631869634	0.672646741	0.149123553	0.108140505	0.473649551	0.416725657	0.343790053	0.137944399	0.029251817	0	0.235333246	0.135804507	0.251569055	0.309183951
P4HB	3.52171376	3.530591704	3.620874947	3.443020932	3.091624117	5.622461875	3.59043346	4.71273909	5.293632651	3.510397749	2.730270294	2.985009278	1.946142117	2.124222583	1.951091954	5.77314562	2.466571262	3.209185307
ARHGDIA	1.180431951	2.396361603	2.994932664	3.234303688	3.330493171	4.395576613	3.241223856	3.45503052	4.447771258	3.558326357	3.040657457	2.474526837	1.927464231	2.879595576	2.31612372	2.807407387	2.737306532	2.326817293
RP11-498C9.15	0.215051343	0.142638102	0.273926149	0.089481619	0.062414802	0.08053196	0	0.04450766	0.052290513	0.031765348	0	0	0.014621005	0	0	0.01532442	0.024911239	0
ALYREF	0	0.64336995	0.750208913	0.619186448	0.298070542	0.214893805	0.098180605	0.156742255	0.343407338	0.139341654	0.240449058	0.238021715	0.096399254	0.546531336	0.117513083	0.596607617	0.175052848	0.676975025
ANAPC11	4.743170945	5.040280842	5.858641543	5.787355353	3.685833638	4.795275168	4.786755852	4.67818448	4.831041914	4.230766946	3.832388827	5.157642792	3.530964112	3.76371591	3.759787657	4.987924012	3.028669907	4.344038495
PCYT2	0	0.850645694	1.199214377	1.117858371	0.825699418	0.765417093	0.798566675	0.363452316	0.736330152	0.177473486	0.131453033	0.233808493	0.037808438	0.162391734	0.237355366	0.336582797	0.079780183	0.407238838
SIRT7	0.279293173	1.051772013	1.348732331	1.238359157	1.118651275	1.124759986	0.193655998	0.537533404	0.975885296	0.52894583	0.11246012	0.498291933	0.210683041	1.217608349	0.591831514	0.460493483	0.807966626	1.069383561
MAFG	0	0.503731861	0.690213676	0.317549914	0.479141895	0.354907933	0	0.264265259	0.356300551	0.459889537	0.212546832	0.303342476	0.273517228	0.176723413	0.197721322	0.112488555	0.083554116	1.197724187
PYCR1	0.440290444	0.898068823	1.538691088	1.079196404	1.169414705	2.202031999	2.016022828	1.107046101	1.703013639	0.094636999	0.034056252	0	0.009632913	0.16772575	0.057422565	2.085823542	0.186596935	1.828328662
ASPSCR1	0	1.029047009	1.602285709	1.476403335	1.166438051	1.214952117	0.382965266	0.757886235	1.097514924	0.531649876	0.369586004	0.494502888	0.289425142	0.38608049	0.537475125	0.995514072	0.720161631	1.224362193
STRA13	1.836313695	3.213907493	4.536340911	3.989957879	2.325566912	2.974127734	2.025627377	2.481583796	3.75431671	2.591934355	2.405562904	3.278133033	1.389249446	1.365526961	1.571357805	2.218596643	1.96820974	3.519431026
LRRC45	0	0.282331363	0.63978094	0.688552735	0.199089745	0.449829771	0.102838556	0.134301149	0.373201747	0.105060568	0	0.104438618	0.041033504	0	0	0.172768849	0.206551922	0.312754659
RAC3	0.432114951	0.794458401	1.148195372	1.041111461	0.548103932	0.767474619	0.390066578	0.282460007	0.363904234	0.010977939	0.071814002	0.026862292	0.00289784	0	0	0.018068405	0	0.252197781
DCXR	1.654011044	2.39799966	3.904873726	3.466894155	2.077630268	2.806976184	1.73011913	1.960988437	3.187807354	2.014818838	1.602985234	1.953335984	0.861839433	2.232767449	1.236755182	2.872660806	2.091156882	2.347428435
RFNG	0.288629364	0.570638605	0.737670444	0.356625552	0.303239904	0.276136608	0	0.211607138	0.225989226	0.163932712	0.150836181	0.213525772	0.101669884	0	0.056320448	0.02330341	0.03316846	0
GPS1	0.571322667	1.685428877	2.109230102	2.360347653	1.819376667	1.964291528	1.247781412	1.217886614	1.94443418	0.687222445	0.484120186	0.577986617	0.364809678	0.93968724	0.48176836	1.476312944	0.614699938	1.658574462
DUS1L	0	1.355907873	1.465245059	0.974769764	0.451674515	0.404527582	0.097114847	0.297934075	0.590375388	0.264164956	0.236203521	0.407157358	0.165213031	0.190565538	0.056320448	0.636118509	0.242584302	0.849312162
FASN	0.252011721	0.935576681	2.007732633	0.091755404	0.424008917	0.202586996	0	0.255320862	0.45254856	0.147984357	0.125313502	0.154927012	0.046218575	0.445603008	0.247956993	0.068663454	0.111243133	0.455072445
CCDC57	0	0.723848317	0.499432127	1.174002501	0.32936383	0.257834864	0	0.13713741	0.255451434	0.453394609	0.226900992	0.428871551	0.341546281	0.745583179	0.531713768	1.778706279	0.719819985	0.61885716
SLC16A3	0.283685562	3.488551542	3.536325494	2.107825124	1.972430441	4.562143656	1.610667537	3.470624317	3.976090733	3.782485231	2.85365789	2.952337647	2.792699821	2.783860231	1.105003096	0.892526867	1.575181611	0.366815029
CSNK1D	0.25135125	1.918319588	2.768167411	2.184130032	1.883106631	2.444113176	1.33253441	1.410241587	2.011901737	1.017069569	0.549219347	0.71636436	0.54157901	0.373086004	1.143698553	0.93433188	1.046372312	0.961833142
CD7	0.727084708	0.462775421	0.289016941	0.043896453	0.29730334	0.535797912	0.446580305	1.274724857	1.872686652	0.460361442	0.340625231	0.279314264	0.08085159	0.54485018	0.343896044	0.890497365	5.041865119	0.368515654
SECTM1	0	0.178203734	0.215199515	0.182228093	0.423250279	0.087503712	0	0.36204617	0.388057478	0.137630368	0.037409355	0.222472984	0.152291316	0.16772575	0.178051912	0.011856661	0	0
OGFOD3	0.95860585	0.929394542	1.000253533	0.948481757	0.664300278	2.014281792	0.604656043	1.46242678	1.892098043	0.454844436	0.342453397	0.620571613	0.382023804	0.819688869	0.241838978	1.574805375	0.48700564	1.433972669
HEXDC	0	0.405864001	0.689194917	0.049901247	0.240993654	0.168609306	0	0.151750115	0.196719398	0.187693634	0.294979931	0.109626673	0.150854031	0.244944381	0.252126627	0.162075529	0.334451648	0.275529284
C17orf62	0.279293173	1.358805834	1.59722461	1.416281153	1.614132225	1.815022696	0.638826899	1.210020231	1.983140337	1.324874715	0.93572016	1.340669208	0.723636841	2.016224954	1.637473665	2.503298265	1.281692834	1.007795294
NARF	0	2.01244268	1.816344732	2.37813491	2.026508655	1.957642217	0.397817131	0.936562587	1.615692859	0.70796095	0.556682798	0.707108886	0.369311846	0.863803037	0.725362472	2.094929362	1.523175607	3.101908755
FOXK2	0	0.613617975	1.314312859	0.473668423	0.349848527	0.393347022	0	0.156155903	0.34935917	0.154465677	0.068326966	0.160602546	0.131516832	0	0.141032209	0.093862483	0.081115319	0.131647296
WDR45B	0.831630201	1.985761735	3.505966515	3.977894106	2.075045044	1.6163732	0.736350426	1.098753159	1.579605392	0.571693983	0.45106092	0.433399234	0.278333861	0.196130818	0.415799388	0.345059817	0.255778176	0.328073541
RAB40B	0	1.01754767	1.026985519	1.81169133	0.696839068	0.696749468	0.283026024	0.571450597	0.634066068	0.054307496	0.026809101	0.049489543	0.039732425	0	0	0.579184371	0.052175606	0.115268441
FN3KRP	0.216914481	0.856277497	1.240093944	2.105423969	1.079453073	1.407670271	0.739772618	0.640597317	1.218994669	0.505661664	0.462274792	0.75297197	0.184979598	0.202614429	0.503688715	1.357712933	0.809690194	2.143076378
TBCD	0.441039792	0.525746136	0.73351711	0.789364947	0.405829149	0.732595748	0.16972816	0.283516651	0.707008619	0.302256366	0.172429269	0.091186111	0.108184821	0.696517271	0.245071602	0.236193898	0.715546035	0.434123237
B3GNTL1	0	0.198807912	0.321625976	0.257040524	0.178742383	0.446639635	0.221899145	0.189631031	0.513364067	0.212575522	0.030977638	0.206861246	0.080860502	0.321674197	0.130294408	0.060001472	0.394904974	0.812452716
METRNL	0	0.571524761	1.483078623	0.273949487	0.483096758	0.282195138	0.090993017	0.256001219	0.34006339	0.847075565	0.875252915	1.138721693	1.01315614	0.583191026	0	0.019964106	0.170075711	0
AC144831.1	0	0.048950249	0.035920087	0	0.018923932	0	0.104395697	0.01916738	0.00777674	0.053354699	0	0.027060907	0.08104196	0.169904633	0	0.012050599	0	0
USP14	0	1.827089611	0.973311916	0.588979021	0.429018524	1.739844084	0.68258813	0.909546877	1.669378662	0.470992753	0.376083297	0.346858924	0.209522135	0.575571158	0.474222637	0.930060911	0.56239818	1.197160799
THOC1	0	0.677958381	0.220744523	0.338052586	0.280177414	0.785115077	0.466333038	0.532786549	0.863652568	0.344945406	0.134891637	0.238662595	0.13137453	0.196130818	0.134960263	0.311723361	0.395116297	1.249786578
COLEC12	0	0.025752497	0	0.056492766	0.029056733	0.435432192	0	0.207311499	0.711955061	0.320785553	0.623788141	0.70864966	0.506585618	0	0	0	0	0
TYMS	1.487590292	1.119119336	0.517390394	1.298332417	0.252434686	1.593810346	1.615703339	1.556914517	0.906565455	0.073703037	0	1.128798608	0.056263763	0	0	1.660564196	2.162830271	4.435473024
ENOSF1	0.648434842	0.959870693	0.484848682	0.311019218	0.054045911	0.689356805	0.494023077	0.529092168	0.752433434	0.315438078	0.199202037	0.355738419	0.240045732	0	0	0.363588277	0.157072758	0.743232725
YES1	0	1.050552817	0.538617323	0.297657531	0.380817195	0.931064338	0.573323828	0.396831731	0.627496011	0.013932565	0	0	0.002778529	0	0.107133705	0.059203089	0.038061437	0
METTL4	0	0.296188599	0.191753482	0.115847283	0.15830574	0.272873942	0.119842416	0.162814359	0.362922131	0.078086532	0.078128522	0.051680874	0.030960595	0.162391734	0.122423293	0.249436847	0.390333539	0.32040822
NDC80	0.276325769	0.371175581	0.125057835	0.447685117	0.088965271	0.702862523	0.435484983	0.174518832	0.322675328	0.030199675	0.036054725	0.302979459	0.012585745	0	0	0.853348586	1.04596716	1.276226661
SMCHD1	0.276325769	0.362513752	0.332953116	0.311224122	0.134085208	0.329957091	0	0.278787191	0.417121034	0.241435451	0.237757961	0.049064053	0.079639723	0.162391734	0.185552525	0.848455056	0.399420717	0.636331884
EMILIN2	0.283685562	0.082352692	0.04694903	0.112059321	0.093758098	0.505071037	0	1.077326118	1.634851897	0.84114419	0.858864259	0.607386914	0.428756888	0.735284885	0.121956019	0.043554699	0.054704208	0.115595533
LPIN2	0	0.560901196	0.635845642	0.222023349	0.216216546	0.312684127	0	0.322246651	0.393849385	0.219772806	0.150927488	0.28417817	0.181811712	0.258155018	0.272752074	0.060851117	0.242102604	0.27471678
RP13-270P17.3	0	0.056405872	0.18361735	0.20526625	0.046970321	0.172930678	0	0.068345326	0.157771178	0.065865028	0.029820313	0.026146721	0.025551793	0.202614429	0.161029185	0.087122919	0.089771002	0
MYL12A	5.888455152	5.647131646	5.397766609	4.357125184	3.905955063	6.738000753	7.436587507	6.412401589	6.750132279	5.510209331	5.604785038	5.16581875	4.642394652	7.171296001	5.271948082	3.889088108	6.476623955	3.059284613
MYL12B	7.071814883	6.092374063	5.812574466	6.125457726	4.044600681	6.818820849	7.416070559	6.443648913	7.07535312	5.120657355	5.266479206	4.676499056	3.742959181	6.057252128	5.416054857	3.446796281	5.475229287	5.115223204
TGIF1	0	2.065121937	1.996766676	2.993889887	1.773400806	3.30302943	0.848631094	2.457764064	2.816536012	0.727428987	0.821838226	0.270238946	0.813368744	0	2.010229911	0.09624012	0.114362134	1.052858329
RP11-838N2.4	0	0	0.03394638	0.020663185	0.017505055	0.018431056	0	0.015249197	0.022443658	0.053722039	0.09309433	0.071839817	0.129148589	0	0	0	0	0
DLGAP1	0	0	0.587987657	1.096829782	0.108096363	0.739898145	0.291775222	0.35750367	0.344225554	0.003112396	0.030821417	0	0.001547897	0	0	0	0	0
DLGAP1-AS1	0.283685562	0.555460475	0.485241139	0.520969899	0.162846751	0.441907191	0.098895175	0.265000255	0.432235339	0.312716953	0.070570867	0.247497297	0.279979152	0.196130818	0.382313857	0.009281617	0.380311008	0.206557705
LINC00667	0	0.365661359	0.687748801	1.311288239	0.411407822	1.715427258	0.387438434	1.534168919	1.926725263	0.818797907	0.616901454	0.403222203	0.465971417	0.758827787	0.390031285	0.662101358	0.616118498	0.850779408
LINC00526	0	0.009997317	0.072505317	0.110943055	0.113779209	0.271229604	0.090264202	0.133087369	0.171528213	0.056284781	0.045603711	0.095483334	0.036197647	0.148594466	0	0.047810848	0.184252853	0
ZBTB14	0.339733658	0.08303127	0.165561198	0.181124343	0.065451637	0.191878638	0.170717941	0.088372407	0.107019786	0.074623401	0.077893724	0	0.018740197	0	0.253273789	0.054965759	0.21531082	0.121172671
EPB41L3	0	0.069247278	0	0.089428005	0.032724496	0.045128907	0	0.028068118	0.11012012	0.457107616	0.390191999	0.599767858	0.302395019	0	0.188073042	0	0.023712785	0
L3MBTL4	0	0.165944051	0.022850735	0.06860343	0.042364197	0.171429088	0.137741583	0.105445139	0.179452858	0.018570861	0.041337623	0	0.004051836	0.162391734	0.461842258	0.022417574	0	0
RP11-760N9.1	0	0	0	0	0	0	0	0.003449613	0.009341411	0.075130238	0.048031322	0.053815812	0.08603691	0	0	0	0	0
PTPRM	0	0.032971076	0.115158735	0.043131361	0.061675829	0.328312939	0.026159892	0.071602588	0.024555674	0.043772899	0	0.087593509	0.049021543	0	0	0	0	0
NDUFV2	2.649915537	4.023064218	4.167591366	3.391444602	1.805060585	4.718681727	4.478821774	4.831182386	5.292557732	3.571367572	3.088556821	4.216937001	2.772430218	3.406995411	3.758888258	5.748487234	2.851021978	5.157574104
ANKRD12	0	0.982918708	1.381555847	1.344221993	0.700037533	1.593145267	0.369907349	1.785500262	1.743351677	0.997702593	0.837791435	1.081873102	0.786277083	1.820328582	1.713499618	2.541350201	1.281704313	2.192145372
